store_id,store_name,latitude,longitude,sku_id,price,baseline_median,delta,pct_change,zscore_mad,precip_mm_24h,exposed,flagged
1,Mancino Market - Midtown,40.75971,-73.96616,P00817,6.53,7.3,-0.7699999999999996,-0.10547945205479448,-51.935788479697806,60.0,True,True
2,Mancino Market - NoHo,40.7266,-73.9917,P01076,5.93,6.67,-0.7400000000000002,-0.11094452773613195,-49.91231620126806,60.0,True,True
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00448,2.7,3.04,-0.33999999999999986,-0.11184210526315785,-22.932685822204228,60.0,True,True
2,Mancino Market - NoHo,40.7266,-73.9917,P00029,2.75,3.12,-0.3700000000000001,-0.11858974358974361,-24.95615810063403,60.0,True,True
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00750,5.66,6.49,-0.8300000000000001,-0.12788906009244994,-55.982733036557406,60.0,True,True
3,Mancino Market - Chelsea,40.742352,-74.00621,P00462,3.06,3.56,-0.5,-0.1404494382022472,-33.72453797382976,60.0,True,True
3,Mancino Market - Chelsea,40.742352,-74.00621,P00029,2.62,3.12,-0.5,-0.16025641025641024,-33.72453797382976,60.0,True,True
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00637,3.52,4.2,-0.6800000000000002,-0.16190476190476188,-45.865371644408484,60.0,True,True
5,Mancino Market - Nolita,40.72139,-73.99545,P00802,1.64,1.96,-0.32000000000000006,-0.16326530612244905,-21.58370430325105,60.0,True,True
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00985,1.98,2.37,-0.3900000000000001,-0.16455696202531656,-26.305139619587223,60.0,True,True
1,Mancino Market - Midtown,40.75971,-73.96616,P00879,2.23,2.67,-0.43999999999999995,-0.16479400749063666,-29.677593416970186,60.0,True,True
2,Mancino Market - NoHo,40.7266,-73.9917,P01334,2.35,2.82,-0.46999999999999975,-0.16666666666666663,-31.701065695399958,60.0,True,True
1,Mancino Market - Midtown,40.75971,-73.96616,P01213,3.05,3.66,-0.6100000000000003,-0.16666666666666674,-41.14393632807233,60.0,True,True
5,Mancino Market - Nolita,40.72139,-73.99545,P00084,5.38,6.46,-1.08,-0.16718266253869973,-72.84500202347229,60.0,True,True
3,Mancino Market - Chelsea,40.742352,-74.00621,P01294,2.54,3.05,-0.5099999999999998,-0.16721311475409828,-34.399028733306345,60.0,True,True
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00171,2.4,2.89,-0.4900000000000002,-0.16955017301038067,-33.05004721435318,60.0,True,True
2,Mancino Market - NoHo,40.7266,-73.9917,P01294,2.5,3.05,-0.5499999999999998,-0.180327868852459,-37.09699177121273,60.0,True,True
2,Mancino Market - NoHo,40.7266,-73.9917,P00069,7.36,9.14,-1.7800000000000002,-0.19474835886214448,-120.05935518683397,60.0,True,True
5,Mancino Market - Nolita,40.72139,-73.99545,P00830,6.92,8.68,-1.7599999999999998,-0.20276497695852536,-118.71037366788075,60.0,True,True
1,Mancino Market - Midtown,40.75971,-73.96616,P00354,4.42,5.6,-1.1799999999999997,-0.21071428571428563,-79.58990961823822,60.0,True,True
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00198,1.81,2.41,-0.6000000000000001,-0.24896265560165975,-40.46944556859572,60.0,True,True
5,Mancino Market - Nolita,40.72139,-73.99545,P00131,11.43,15.23,-3.8000000000000007,-0.2495075508864084,-256.30648860110625,60.0,True,True
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00790,4.38,5.84,-1.46,-0.25,-98.4756508835829,60.0,True,True
2,Mancino Market - NoHo,40.7266,-73.9917,P00188,5.87,8.04,-2.169999999999999,-0.2699004975124377,-146.3644948064211,60.0,True,True
3,Mancino Market - Chelsea,40.742352,-74.00621,P00884,3.93,5.45,-1.52,-0.27889908256880735,-102.52259544044247,60.0,True,True
2,Mancino Market - NoHo,40.7266,-73.9917,P00945,2.91,4.04,-1.13,-0.27970297029702973,-76.21745582085525,60.0,True,True
2,Mancino Market - NoHo,40.7266,-73.9917,P00536,3.59,5.04,-1.4500000000000002,-0.2876984126984128,-97.80116012410632,60.0,True,True
2,Mancino Market - NoHo,40.7266,-73.9917,P00462,2.49,3.56,-1.0699999999999998,-0.3005617977528089,-72.17051126399568,60.0,True,True
2,Mancino Market - NoHo,40.7266,-73.9917,P00185,2.58,3.69,-1.1099999999999999,-0.30081300813008127,-74.86847430190205,60.0,True,True
3,Mancino Market - Chelsea,40.742352,-74.00621,P00185,2.58,3.69,-1.1099999999999999,-0.30081300813008127,-74.86847430190205,60.0,True,True
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00819,3.23,4.62,-1.3900000000000001,-0.30086580086580084,-93.75421556724675,60.0,True,True
1,Mancino Market - Midtown,40.75971,-73.96616,P00150,1.99,2.97,-0.9800000000000002,-0.32996632996633,-66.10009442870634,60.0,True,True
2,Mancino Market - NoHo,40.7266,-73.9917,P00203,1.78,2.67,-0.8899999999999999,-0.33333333333333326,-60.02967759341697,60.0,True,True
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P01073,1.96,2.94,-0.98,-0.33333333333333337,-66.10009442870633,60.0,True,True
1,Mancino Market - Midtown,40.75971,-73.96616,P01294,2.01,3.05,-1.04,-0.34098360655737703,-70.1470389855659,60.0,True,True
3,Mancino Market - Chelsea,40.742352,-74.00621,P01087,1.17,1.85,-0.6800000000000002,-0.3675675675675676,-45.865371644408484,60.0,True,True
3,Mancino Market - Chelsea,40.742352,-74.00621,P00527,2.12,3.53,-1.4099999999999997,-0.3994334277620396,-95.10319708619991,60.0,True,True
3,Mancino Market - Chelsea,40.742352,-74.00621,P00188,4.76,8.04,-3.2799999999999994,-0.40796019900497504,-221.23296910832318,60.0,True,True
1,Mancino Market - Midtown,40.75971,-73.96616,P00918,5.08,9.17,-4.09,-0.4460196292257361,-275.8667206259274,60.0,True,True
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00714,2.33,4.66,-2.33,-0.5,-157.1563469580467,60.0,True,True
2,Mancino Market - NoHo,40.7266,-73.9917,P01339,1.59,3.19,-1.5999999999999999,-0.5015673981191222,-107.91852151625523,60.0,True,True
2,Mancino Market - NoHo,40.7266,-73.9917,P01099,4.99,10.68,-5.6899999999999995,-0.5327715355805243,-383.78524214218265,60.0,True,True
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00644,0.99,2.7,-1.7100000000000002,-0.6333333333333333,-115.3379198704978,60.0,True,True
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P01313,0.49,3.23,-2.74,-0.848297213622291,-184.8104680965871,60.0,True,True
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00884,5.45,5.37,0.08000000000000007,0.014897579143389184,0.6744907594765952,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00668,5.03,5.03,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00664,7.03,7.03,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00656,13.03,13.03,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00625,6.63,6.63,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00621,3.26,3.26,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00598,13.38,13.38,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00592,4.2,4.2,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00571,2.75,2.75,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00563,9.29,9.29,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00555,7.63,7.63,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00734,8.33,8.33,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00741,13.22,13.22,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00864,4.0,4.0,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00841,2.85,2.85,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00832,5.1,5.1,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00813,5.11,5.11,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00805,16.14,16.14,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00784,5.77,5.77,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00755,3.01,3.01,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00747,11.49,11.49,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00746,9.75,9.75,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00800,3.67,3.67,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00273,5.88,5.88,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00253,7.82,7.82,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00236,4.91,4.91,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00231,2.52,2.52,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00224,3.68,3.68,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00211,7.96,7.96,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00167,3.56,3.56,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00152,3.77,3.77,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00150,2.97,2.97,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00144,8.38,8.38,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00296,5.64,5.64,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00484,12.72,12.72,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00460,15.61,15.61,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00447,14.32,14.32,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00446,14.01,14.01,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00426,2.35,2.35,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00425,3.68,3.68,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00501,3.86,3.86,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00409,10.53,10.53,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00403,7.31,7.31,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00399,3.51,3.51,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00374,2.53,2.53,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00297,5.64,5.64,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00903,3.37,3.37,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01418,7.72,7.72,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01346,2.61,2.61,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01333,3.99,3.99,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01309,10.9,10.9,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01279,3.13,3.13,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01278,10.07,10.07,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01432,1.98,1.98,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01450,6.13,6.13,0.0,0.0,0.0,60.0,True,False
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00122,3.12,3.12,0.0,0.0,0.0,60.0,True,False
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00110,5.65,5.65,0.0,0.0,0.0,60.0,True,False
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00108,5.03,5.03,0.0,0.0,0.0,60.0,True,False
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00099,5.09,5.09,0.0,0.0,0.0,60.0,True,False
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00087,2.34,2.34,0.0,0.0,0.0,60.0,True,False
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00065,8.53,8.53,0.0,0.0,0.0,60.0,True,False
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00040,3.82,3.82,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01275,2.8,2.8,0.0,0.0,0.0,60.0,True,False
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00017,6.88,6.88,0.0,0.0,0.0,60.0,True,False
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00013,8.66,8.66,0.0,0.0,0.0,60.0,True,False
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00001,2.83,2.83,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01496,2.55,2.55,0.0,0.0,0.0,60.0,True,False
4,Mancino Market - Greenwich Village,40.733037,-73.99976,P00027,6.8,6.8,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01262,5.73,5.73,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01041,2.42,2.42,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01037,13.47,13.47,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01018,2.94,2.94,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00966,2.34,2.34,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00959,16.27,16.27,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00938,8.14,8.14,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00933,4.58,4.58,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00932,4.58,4.58,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00929,4.11,4.11,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00924,4.06,4.06,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01065,3.05,3.05,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01239,5.6,5.6,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01199,3.31,3.31,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01171,3.31,3.31,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01165,7.37,7.37,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01151,1.65,1.65,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01144,2.89,2.89,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01137,2.87,2.87,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01136,4.98,4.98,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01117,3.33,3.33,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01113,4.56,4.56,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01112,4.23,4.23,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01103,3.24,3.24,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01080,2.28,2.28,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P01146,7.62,7.62,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00138,3.94,3.94,0.0,0.0,0.0,60.0,True,False
3,Mancino Market - Chelsea,40.742352,-74.00621,P00135,16.05,16.05,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00357,3.22,3.22,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00346,3.11,3.11,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00315,2.12,2.12,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00311,2.33,2.33,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00308,7.24,7.24,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00284,1.97,1.97,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00216,2.76,2.76,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00183,13.76,13.76,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00166,3.93,3.93,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00153,5.95,5.95,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00146,2.43,2.43,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00134,6.13,6.13,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00386,11.57,11.57,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00392,1.49,1.49,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00584,3.78,3.78,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00542,5.19,5.19,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00495,9.27,9.27,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00491,2.56,2.56,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00479,6.3,6.3,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00421,2.61,2.61,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00404,6.01,6.01,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00397,4.19,4.19,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00100,5.48,5.48,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01318,6.08,6.08,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01317,6.09,6.09,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01312,3.34,3.34,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01304,2.45,2.45,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01301,3.88,3.88,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01279,3.13,3.13,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01272,7.72,7.72,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01231,3.25,3.25,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01224,4.6,4.6,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01219,6.03,6.03,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01382,4.3,4.3,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01408,4.34,4.34,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00095,3.23,3.23,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00083,9.87,9.87,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00065,8.53,8.53,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00052,5.29,5.29,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01494,7.73,7.73,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01462,8.83,8.83,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01444,7.59,7.59,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01442,5.21,5.21,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01440,13.37,13.37,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01439,5.5,5.5,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01427,4.93,4.93,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01423,3.39,3.39,0.0,0.0,0.0,60.0,True,False
1,Mancino Market - Midtown,40.75971,-73.96616,P01421,10.15,10.15,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P00622,10.69,10.69,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P01375,1.7,1.7,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P01351,5.41,5.41,0.0,0.0,0.0,60.0,True,False
2,Mancino Market - NoHo,40.7266,-73.9917,P01344,3.67,3.67,0.0,0.0,0.0,60.0,True,False
